Metadata.Timestamp,Metadata.Length,Metadata.CapLen,Ethernet.SrcMAC,Ethernet.DstMAC,Ethernet.EthernetType,Ethernet.Length,IPv4.IHL,IPv4.Protocol,IPv4.SrcIP,IPv4.DstIP,UDP.SrcPort,UDP.DstPort,UDP.Length,TCP.SrcPort,TCP.DstPort,TCP.Seq,TCP.Ack,TCP.DataOffset,TCP.FIN,TCP.SYN,TCP.RST,TCP.PSH,TCP.ACK,TCP.URG,Payload.Length,Payload.filter,Payload.tbd
1579296335911738,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,60003,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296335911815,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:a1:b3:40:00:40:,
1579296337162236,893,893,00:16:6c:00:00:00,01:00:5e:00:00:fb,IPv4,0,5,UDP,192.168.144.25,224.0.0.251,5353(mdns),5353(mdns),859,,,,,,,,,,,,851,00:00:84:00:00:00:00:12:00:,
1579296339923283,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,53514,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296339923351,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:a3:45:40:00:40:,
1579296343937976,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,39513,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296343938042,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:a4:d6:40:00:40:,
1579296348025916,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,38498,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296348025986,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:a6:6f:40:00:40:,
1579296353148374,893,893,00:16:6c:00:00:00,01:00:5e:00:00:fb,IPv4,0,5,UDP,192.168.144.25,224.0.0.251,5353(mdns),5353(mdns),859,,,,,,,,,,,,851,00:00:84:00:00:00:00:12:00:,
1579296356625654,204,204,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399468958,4253402373,8,false,false,false,true,true,false,138,17:03:01:00:20:4b:5f:ab:21:,
1579296356683215,199,199,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253402373,2399469096,8,false,false,false,true,true,false,133,17:03:01:00:80:69:93:81:10:,
1579296356692068,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399469096,4253402506,8,false,false,false,false,true,false,,,
1579296358042759,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,54974,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296358042824,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:aa:58:40:00:40:,
1579296363049580,42,42,dc:a6:32:00:00:00,00:16:6c:00:00:00,ARP,0,,,,,,,,,,,,,,,,,,,,,
1579296364089577,42,42,dc:a6:32:00:00:00,00:16:6c:00:00:00,ARP,0,,,,,,,,,,,,,,,,,,,,,
1579296364100084,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,ARP,0,,,,,,,,,,,,,,,,,,,18,00:00:00:00:00:00:00:00:00:,
1579296365162937,471,471,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253402506,2399469096,8,false,false,false,true,true,false,405,17:03:01:01:90:34:97:be:2f:,
1579296365190081,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399469096,4253402911,8,false,false,false,false,true,false,,,
1579296366587167,423,423,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253402911,2399469096,8,false,false,false,true,true,false,357,17:03:01:01:60:3c:6a:ea:f9:,
1579296366590590,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399469096,4253403268,8,false,false,false,false,true,false,,,
1579296366594066,396,396,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399469096,4253403268,8,false,false,false,true,true,false,330,17:03:01:00:20:fd:86:15:8d:,
1579296366691355,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253403268,2399469426,8,false,false,false,false,true,false,,,
1579296366748271,423,423,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253403268,2399469426,8,false,false,false,true,true,false,357,17:03:01:01:60:3b:ac:ee:54:,
1579296366784500,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399469426,4253403625,8,false,false,false,false,true,false,,,
1579296366810487,1514,1514,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399469426,4253403625,8,false,false,false,false,true,false,1448,17:03:01:00:20:45:64:3c:a8:,
1579296366814042,212,212,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399470874,4253403625,8,false,false,false,true,true,false,146,68:54:e5:c9:3b:20:25:58:6b:,
1579296366866758,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253403625,2399470874,8,false,false,false,false,true,false,,,
1579296366869859,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253403625,2399471020,8,false,false,false,false,true,false,,,
1579296366962466,583,583,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253403625,2399471020,8,false,false,false,true,true,false,517,17:03:01:02:00:2d:fa:84:43:,
1579296366965989,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399471020,4253404142,8,false,false,false,false,true,false,,,
1579296367016068,396,396,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399471020,4253404142,8,false,false,false,true,true,false,330,17:03:01:00:20:80:18:1f:7c:,
1579296367072171,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253404142,2399471350,8,false,false,false,false,true,false,,,
1579296367150525,423,423,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253404142,2399471350,8,false,false,false,true,true,false,357,17:03:01:01:60:8a:77:b7:25:,
1579296367154299,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399471350,4253404499,8,false,false,false,false,true,false,,,
1579296367173160,1514,1514,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399471350,4253404499,8,false,false,false,false,true,false,1448,17:03:01:00:20:9b:f8:9f:5d:,
1579296367173189,724,724,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399472798,4253404499,8,false,false,false,true,true,false,658,9f:f8:ba:ad:d7:5e:34:c6:72:,
1579296367229424,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253404499,2399473456,8,false,false,false,false,true,false,,,
1579296367762908,1514,1514,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253404499,2399473456,8,false,false,false,false,true,false,1448,17:03:01:0a:e0:d3:31:4b:1f:,
1579296367762914,1407,1407,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253405947,2399473456,8,false,false,false,true,true,false,1341,75:c7:cc:af:eb:46:ec:cd:17:,
1579296367765403,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399473456,4253407288,8,false,false,false,false,true,false,,,
1579296367801698,1244,1244,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399473456,4253407288,8,false,false,false,true,true,false,1178,17:03:01:00:20:68:30:35:2c:,
1579296367858080,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407288,2399474634,8,false,false,false,false,true,false,,,
1579296367862053,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399474634,4253407288,8,false,false,false,true,true,false,154,17:03:01:00:20:4c:e3:86:0f:,
1579296367914852,1514,1514,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399474788,4253407288,8,false,false,false,false,true,false,1448,17:03:01:00:20:09:74:94:29:,
1579296367917989,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407288,2399474788,8,false,false,false,false,true,false,,,
1579296367923127,190,190,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399476236,4253407288,8,false,false,false,true,true,false,124,60:12:a4:e3:b7:25:9d:6d:ee:,
1579296367970846,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407288,2399476236,8,false,false,false,false,true,false,,,
1579296367978715,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407288,2399476360,8,false,false,false,false,true,false,,,
1579296368010151,263,263,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407288,2399476360,8,false,false,false,true,true,false,197,17:03:01:00:c0:c2:eb:62:70:,
1579296368010268,62,62,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,3.215.71.47,36995,3468(ttcmremotectrl),28,,,,,,,,,,,,20,00:01:00:00:21:12:a4:42:35:,
1579296368016050,636,636,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399476360,4253407485,8,false,false,false,true,true,false,570,17:03:01:00:20:80:3e:25:b6:,
1579296368033180,150,150,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,UDP,3.215.71.47,192.168.144.25,3468(ttcmremotectrl),36995,116,,,,,,,,,,,,108,01:01:00:58:21:12:a4:42:35:,
1579296368039885,1514,1514,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399476930,4253407485,8,false,false,false,false,true,false,1448,17:03:01:00:20:62:fe:22:40:,
1579296368063408,60,60,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.144.1,33423,5351(pcp),10,,,,,,,,,,,,2,00:00:,
1579296368063452,72,72,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,ICMPv4,192.168.144.1,192.168.144.25,,,,,,,,,,,,,,,30,45:00:00:1e:ae:43:40:00:40:,
1579296368072932,263,263,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407485,2399476930,8,false,false,false,true,true,false,197,17:03:01:00:c0:5c:ee:9c:77:,
1579296368074271,360,360,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478378,4253407682,8,false,false,false,true,true,false,294,0e:48:30:08:f5:06:2b:f3:46:,
1579296368130172,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407682,2399478672,8,false,false,false,false,true,false,,,
1579296368136786,263,263,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407682,2399478672,8,false,false,false,true,true,false,197,17:03:01:00:c0:37:59:e5:10:,
1579296368172316,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478672,4253407879,8,false,false,false,false,true,false,,,
1579296368234945,460,460,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253407879,2399478672,8,false,false,false,true,true,false,394,17:03:01:00:c0:80:28:ed:cc:,
1579296368234962,460,460,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253408273,2399478672,8,false,false,false,true,true,false,394,17:03:01:00:c0:41:02:cf:f2:,
1579296368236378,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478672,4253408273,8,false,false,false,false,true,false,,,
1579296368254330,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478672,4253408667,8,false,false,false,false,true,false,,,
1579296368950561,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253408667,2399478672,8,false,false,false,true,true,false,613,17:03:01:02:60:5d:e2:0e:a7:,
1579296368953707,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478672,4253409280,8,false,false,false,false,true,false,,,
1579296368960247,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478672,4253409280,8,false,false,false,true,true,false,154,17:03:01:00:20:b3:4b:77:53:,
1579296369012399,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253409280,2399478672,8,false,false,false,true,true,false,613,17:03:01:02:60:76:90:bc:6c:,
1579296369055359,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478826,4253409893,8,false,false,false,false,true,false,,,
1579296369072999,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253409893,2399478826,8,false,false,false,false,true,false,,,
1579296369074099,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478826,4253409893,8,false,false,false,true,true,false,154,17:03:01:00:20:52:e5:9b:53:,
1579296369088477,1292,1292,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253409893,2399478826,8,false,false,false,true,true,false,1226,17:03:01:02:60:f6:75:41:68:,
1579296369089774,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478980,4253411119,8,false,false,false,false,true,false,,,
1579296369130998,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253411119,2399478980,8,false,false,false,false,true,false,,,
1579296369132994,374,374,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399478980,4253411119,8,false,false,false,true,true,false,308,17:03:01:00:20:ee:3e:44:fc:,
1579296369137303,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:70:,
1579296369188628,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253411119,2399479288,8,false,false,false,false,true,false,,,
1579296369190015,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253411119,2399479288,8,false,false,false,true,true,false,613,17:03:01:02:60:3b:a6:cc:b6:,
1579296369190031,679,679,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253411732,2399479288,8,false,false,false,true,true,false,613,17:03:01:02:60:32:da:27:fe:,
1579296369195950,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399479288,4253411732,8,false,false,false,false,true,false,,,
1579296369199691,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399479288,4253411732,8,false,false,false,true,true,false,154,17:03:01:00:20:d4:0f:4e:0c:,
1579296369234302,66,66,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399479442,4253412345,8,false,false,false,false,true,false,,,
1579296369234330,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:71:,
1579296369299412,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253412345,2399479442,8,false,false,false,false,true,false,,,
1579296369303011,220,220,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,TCP,192.168.144.25,52.9.179.227,,,,44024,5222(xmpp-client),2399479442,4253412345,8,false,false,false,true,true,false,154,17:03:01:00:20:4d:65:3d:ed:,
1579296369330304,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:54:,
1579296369359156,66,66,dc:a6:32:00:00:00,00:16:6c:00:00:00,IPv4,0,5,TCP,52.9.179.227,192.168.144.25,,,,5222(xmpp-client),44024,4253412345,2399479596,8,false,false,false,false,true,false,,,
1579296369428741,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:78:,
1579296369532898,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4f:,
1579296369628013,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:63:,
1579296369723485,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:7a:,
1579296369814792,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:34:,
1579296369913382,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:74:,
1579296370009698,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:6f:,
1579296370102606,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:30:,
1579296370207306,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:43:,
1579296370297006,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4e:,
1579296370392506,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:74:,
1579296370493023,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:38:,
1579296370584093,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:49:,
1579296370681800,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:2f:,
1579296370780618,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4f:,
1579296370879602,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:65:,
1579296370968448,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:78:,
1579296371070280,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:46:,
1579296371168343,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:73:,
1579296371261352,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:46:,
1579296371361261,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:49:,
1579296371454781,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:6a:,
1579296371548586,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:65:,
1579296371652701,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:34:,
1579296371744709,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:49:,
1579296371837154,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:37:,
1579296371934091,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4e:,
1579296372036540,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:62:,
1579296372145506,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,128.135.11.14,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:68:,
1579296372225276,98,98,00:16:6c:00:00:00,dc:a6:32:00:00:00,IPv4,0,5,UDP,192.168.144.25,192.168.143.58,36995,48088,64,,,,,,,,,,,,56,00:01:00:24:21:12:a4:42:4f:,
